Year,Rank,Name,Gender,Count
1969,12,Kimberly,F,33073
1969,13,Brian,M,31669
1969,14,Richard,M,31088
1969,15,Jeffrey,M,28963
1969,16,Scott,M,28657
1969,17,Thomas,M,27469
1969,18,Steven,M,26539
1969,19,Joseph,M,26180
1969,20,Kevin,M,23556
1969,21,Timothy,M,23361
1969,22,Daniel,M,23166
1969,23,Melissa,F,23021
1969,24,Charles,M,21667
1969,25,Amy,F,21462
1969,26,Angela,F,21058
1969,27,Anthony,M,20907
1969,28,Eric,M,20745
1969,29,Paul,M,20690
1969,30,Mary,F,19850
1970,1,Michael,M,85270
1970,2,James,M,61738
1970,3,David,M,61730
1970,4,John,M,58494
1970,5,Robert,M,57180
1970,6,Jennifer,F,46151
1970,7,Christopher,M,41752
1970,8,Lisa,F,38965
1970,9,William,M,38891
1970,10,Kimberly,F,34133
1970,11,Michelle,F,34046
1970,12,Brian,M,31919
1970,13,Mark,M,31470
1970,14,Richard,M,30442
1970,15,Jeffrey,M,30145
1970,16,Scott,M,28575
1970,17,Jason,M,27273
1970,18,Kevin,M,26970
1970,19,Steven,M,26795
1970,20,Joseph,M,26720
1970,21,Thomas,M,26673
1970,22,Amy,F,25212
1970,23,Angela,F,24930
1970,24,Melissa,F,23733
1970,25,Eric,M,23572
1970,26,Daniel,M,23525
1970,27,Timothy,M,22426
1970,28,Charles,M,22412
1970,29,Anthony,M,21178
1970,30,Paul,M,20198
1971,1,Michael,M,77583
1971,2,Jennifer,F,56770
1971,3,James,M,54603
1971,4,David,M,53117
1971,5,John,M,51511
1971,6,Robert,M,50632
1971,7,Christopher,M,48222
1971,8,William,M,35413
1971,9,Jason,M,34179
1971,10,Michelle,F,33159
1971,11,Lisa,F,32911
1971,12,Brian,M,32624
1971,13,Scott,M,30907
1971,14,Kimberly,F,30704
1971,15,Amy,F,26236
1971,16,Richard,M,26156
1971,17,Angela,F,25901
1971,18,Jeffrey,M,25836
1971,19,Mark,M,25129
1971,20,Kevin,M,24851
1971,21,Joseph,M,24516
1971,22,Melissa,F,23872
1971,23,Steven,M,23678
1971,24,Thomas,M,23149
1971,25,Eric,M,22968
1971,26,Matthew,M,22541
1971,27,Daniel,M,21784
1971,28,Timothy,M,20089
1971,29,Charles,M,19851
1971,30,Anthony,M,19225
1972,1,Michael,M,71386
1972,2,Jennifer,F,63605
1972,3,Christopher,M,52176
1972,4,James,M,47066
1972,5,David,M,46331
1972,6,John,M,43167
1972,7,Robert,M,43022
1972,8,Jason,M,37438
1972,9,Brian,M,36312
1972,10,William,M,30513
1972,11,Michelle,F,29287
1972,12,Lisa,F,27544
1972,13,Kimberly,F,26284
1972,14,Amy,F,25873
1972,15,Angela,F,23559
1972,16,Matthew,M,22934
1972,17,Scott,M,22841
1972,18,Melissa,F,22498
1972,19,Joseph,M,22457
1972,20,Kevin,M,22356
1972,21,Richard,M,22305
1972,22,Daniel,M,22091
1972,23,Eric,M,22034
1972,24,Jeffrey,M,21676
1972,25,Mark,M,21495
1972,26,Steven,M,19854
1972,27,Thomas,M,19561
1972,28,Timothy,M,17606
1972,29,Anthony,M,17460
1972,30,Charles,M,16968
1973,1,Michael,M,67810
1973,2,Jennifer,F,62446
1973,3,Christopher,M,48311
1973,4,Jason,M,46675
1973,5,James,M,42839
1973,6,David,M,41088
1973,7,John,M,39168
1973,8,Robert,M,38695
1973,9,Brian,M,35688
1973,10,William,M,28013
1973,11,Amy,F,26964
1973,12,Michelle,F,26935
1973,13,Matthew,M,24535
1973,14,Daniel,M,23674
1973,15,Kimberly,F,23531
1973,16,Lisa,F,22671
1973,17,Melissa,F,22479
1973,18,Joseph,M,21327
1973,19,Angela,F,20898
1973,20,Eric,M,20800
1973,21,Kevin,M,20772
1973,22,Mark,M,20373
1973,23,Richard,M,19944
1973,24,Heather,F,19347
1973,25,Jeffrey,M,19216
1973,26,Scott,M,18977
1973,27,Thomas,M,17924
1973,28,Stephanie,F,17263
1973,29,Steven,M,17180
1973,30,Anthony,M,16418
1974,1,Michael,M,67541
1974,2,Jennifer,F,63107
1974,3,Jason,M,54754
1974,4,Christopher,M,48592
1974,5,David,M,41791
1974,6,James,M,41335
1974,7,John,M,37620
1974,8,Robert,M,37012
1974,9,Brian,M,34453
1974,10,Amy,F,29563
1974,11,Matthew,M,27201
1974,12,William,M,26978
1974,13,Michelle,F,25830
1974,14,Daniel,M,23832
1974,15,Heather,F,23179
1974,16,Angela,F,22803
1974,17,Kimberly,F,22424
1974,18,Melissa,F,22167
1974,19,Joseph,M,21834
1974,20,Eric,M,20191
1974,21,Lisa,F,19777
1974,22,Kevin,M,19467
1974,23,Jeffrey,M,19324
1974,24,Mark,M,18908
1974,25,Richard,M,18636
1974,26,Scott,M,18033
1974,27,Steven,M,17666
1974,28,Thomas,M,17272
1974,29,Stephanie,F,16982
1974,30,Anthony,M,16390
1975,1,Michael,M,68422
1975,2,Jennifer,F,58183
1975,3,Jason,M,52169
1975,4,Christopher,M,46575
1975,5,James,M,39572
1975,6,David,M,39156
1975,7,Robert,M,35309
1975,8,John,M,35074
1975,9,Amy,F,32253
1975,10,Brian,M,30589
1975,11,Matthew,M,28532
1975,12,William,M,25561
1975,13,Heather,F,24302
1975,14,Melissa,F,24167
1975,15,Daniel,M,23816
1975,16,Angela,F,23360
1975,17,Michelle,F,22664
1975,18,Joseph,M,22126
1975,19,Kimberly,F,20258
1975,20,Eric,M,19800
1975,21,Jeffrey,M,18316
1975,22,Lisa,F,18137
1975,23,Kevin,M,18069
1975,24,Richard,M,17688
1975,25,Scott,M,17310
1975,26,Steven,M,17054
1975,27,Mark,M,16742
1975,28,Thomas,M,16535
1975,29,Anthony,M,16486
1975,30,Timothy,M,15952
1976,1,Michael,M,66918
1976,2,Jennifer,F,59472
1976,3,Jason,M,52652
1976,4,Christopher,M,45195
1976,5,David,M,39272
1976,6,James,M,38301
1976,7,John,M,33981
1976,8,Robert,M,33792
1976,9,Amy,F,31339
1976,10,Brian,M,30527
1976,11,Matthew,M,29951
1976,12,Melissa,F,25094
1976,13,Daniel,M,24707
1976,14,William,M,24432
1976,15,Heather,F,24192
1976,16,Joseph,M,24055
1976,17,Angela,F,22038
1976,18,Eric,M,21361
1976,19,Jeremy,M,20132
1976,20,Michelle,F,19552
1976,21,Kimberly,F,18961
1976,22,Kevin,M,18479
1976,23,Jessica,F,18369
1976,24,Ryan,M,17489
1976,25,Lisa,F,17348
1976,26,Jeffrey,M,17013
1976,27,Joshua,M,16848
1976,28,Richard,M,16755
1976,29,Steven,M,16652
1976,30,Timothy,M,16620
1977,1,Michael,M,67592
1977,2,Jennifer,F,58964
1977,3,Jason,M,55635
1977,4,Christopher,M,46726
1977,5,David,M,40517
1977,6,James,M,40041
1977,7,Robert,M,34216
1977,8,John,M,34198
1977,9,Brian,M,32491
1977,10,Matthew,M,31965
1977,11,Melissa,F,26880
1977,12,Amy,F,26731
1977,13,Joseph,M,26487
1977,14,Daniel,M,26072
1977,15,Jessica,F,24845
1977,16,William,M,24757
1977,17,Heather,F,23773
1977,18,Kevin,M,22460
1977,19,Joshua,M,22069
1977,20,Jeremy,M,21611
1977,21,Ryan,M,21246
1977,22,Angela,F,20998
1977,23,Eric,M,20746
1977,24,Michelle,F,19539
1977,25,Kimberly,F,18285
1977,26,Amanda,F,18280
1977,27,Kelly,F,18234
1977,28,Sarah,F,18097
1977,29,Timothy,M,17974
1977,30,Jeffrey,M,17480
1978,1,Michael,M,67135
1978,2,Jennifer,F,56318
1978,3,Jason,M,51606
1978,4,Christopher,M,47237
1978,5,David,M,40687
1978,6,James,M,39901
1978,7,Matthew,M,34286
1978,8,John,M,34022
1978,9,Robert,M,33376
1978,10,Brian,M,29440
1978,11,Melissa,F,28325
1978,12,Joseph,M,26665
1978,13,Daniel,M,26440
1978,14,Jessica,F,26102
1978,15,Joshua,M,25204
1978,16,William,M,24175
1978,17,Amy,F,23213
1978,18,Heather,F,22270
1978,19,Ryan,M,21323
1978,20,Amanda,F,20518
1978,21,Angela,F,20518
1978,22,Kevin,M,20096
1978,23,Sarah,F,19974
1978,24,Eric,M,19764
1978,25,Timothy,M,19595
1978,26,Jeremy,M,19509
1978,27,Michelle,F,18857
1978,28,Nicole,F,17278
1978,29,Lisa,F,17034
1978,30,Jeffrey,M,16992
1979,1,Michael,M,67720
1979,2,Jennifer,F,56714
1979,3,Christopher,M,50668
1979,4,Jason,M,50371
1979,5,David,M,42062
1979,6,James,M,39353
1979,7,Matthew,M,35625
1979,8,John,M,35415
1979,9,Melissa,F,34050
1979,10,Robert,M,34020
1979,11,Amanda,F,31926
1979,12,Joshua,M,31125
1979,13,Brian,M,28662
1979,14,Joseph,M,28653
1979,15,Daniel,M,28523
1979,16,Jessica,F,27779
1979,17,William,M,24679
1979,18,Ryan,M,23212
1979,19,Amy,F,21609
1979,20,Nicholas,M,21342
1979,21,Sarah,F,21018
1979,22,Jeremy,M,21008
1979,23,Heather,F,20835
1979,24,Eric,M,20269
1979,25,Angela,F,20256
1979,26,Nicole,F,19510
1979,27,Michelle,F,19266
1979,28,Timothy,M,19077
1979,29,Kevin,M,18734
1979,30,Andrew,M,18616
1980,1,Michael,M,68687
1980,2,Jennifer,F,58379
1980,3,Christopher,M,49082
1980,4,Jason,M,48166
1980,5,David,M,41894
1980,6,James,M,39312
1980,7,Matthew,M,37839
1980,8,Joshua,M,36055
1980,9,Amanda,F,35812
1980,10,John,M,35280
1980,11,Robert,M,34267
1980,12,Jessica,F,33922
1980,13,Melissa,F,31635
1980,14,Joseph,M,30184
1980,15,Daniel,M,29893
1980,16,Brian,M,28719
1980,17,Justin,M,26761
1980,18,Sarah,F,25759
1980,19,William,M,25640
1980,20,Ryan,M,24798
1980,21,Eric,M,22614
1980,22,Nicholas,M,21027
1980,23,Heather,F,19973
1980,24,Nicole,F,19919
1980,25,Jeremy,M,19892
1980,26,Amy,F,19833
1980,27,Andrew,M,19733
1980,28,Elizabeth,F,19529
1980,29,Timothy,M,19150
1980,30,Michelle,F,19120
1981,1,Michael,M,68765
1981,2,Jennifer,F,57048
1981,3,Christopher,M,50220
1981,4,Matthew,M,43326
1981,5,Jessica,F,42534
1981,6,Jason,M,41927
1981,7,David,M,40636
1981,8,Joshua,M,39028
1981,9,James,M,38288
1981,10,John,M,34872
1981,11,Robert,M,34396
1981,12,Amanda,F,34373
1981,13,Daniel,M,30990
1981,14,Joseph,M,30765
1981,15,Sarah,F,28171
1981,16,Melissa,F,28005
1981,17,Justin,M,27311
1981,18,Ryan,M,26816
1981,19,Brian,M,26588
1981,20,William,M,24802
1981,21,Jonathan,M,22593
1981,22,Eric,M,20714
1981,23,Amy,F,20345
1981,24,Nicole,F,20311
1981,25,Andrew,M,20233
1981,26,Stephanie,F,20213
1981,27,Brandon,M,20208
1981,28,Elizabeth,F,20170
1981,29,Adam,M,20041
1981,30,Nicholas,M,19777
1982,1,Michael,M,68231
1982,2,Christopher,M,59230
1982,3,Jennifer,F,57122
1982,4,Matthew,M,46050
1982,5,Jessica,F,45448
1982,6,Jason,M,40638
1982,7,David,M,40455
1982,8,James,M,38876
1982,9,Joshua,M,38004
1982,10,John,M,34701
1982,11,Robert,M,34415
1982,12,Amanda,F,34212
1982,13,Daniel,M,32656
1982,14,Joseph,M,31040
1982,15,Justin,M,29111
1982,16,Sarah,F,28488
1982,17,Ryan,M,26685
1982,18,Melissa,F,25867
1982,19,Brian,M,25832
1982,20,William,M,25607
1982,21,Jonathan,M,23115
1982,22,Andrew,M,22836
1982,23,Nicole,F,21706
1982,24,Stephanie,F,20861
1982,25,Elizabeth,F,20507
1982,26,Brandon,M,20215
1982,27,Adam,M,20104
1982,28,Eric,M,19880
1982,29,Anthony,M,19650
1982,30,Nicholas,M,19644
1983,1,Michael,M,67996
1983,2,Christopher,M,59326
1983,3,Jennifer,F,54352
1983,4,Matthew,M,50210
1983,5,Jessica,F,45281
1983,6,David,M,39206
1983,7,Joshua,M,36689
1983,8,James,M,36344
1983,9,Jason,M,35117
1983,10,Daniel,M,34748
1983,11,Amanda,F,33750
1983,12,Ashley,F,33293
1983,13,John,M,33159
1983,14,Robert,M,32745
1983,15,Joseph,M,30448
1983,16,Justin,M,28301
1983,17,Ryan,M,27847
1983,18,Sarah,F,27230
1983,19,Brian,M,26047
1983,20,Andrew,M,25576
1983,21,William,M,25395
1983,22,Brandon,M,23518
1983,23,Adam,M,23487
1983,24,Melissa,F,23474
1983,25,Jonathan,M,22754
1983,26,Nicole,F,22399
1983,27,Stephanie,F,22331
1983,28,Heather,F,20747
1983,29,Eric,M,20357
1983,30,Nicholas,M,19891
1984,1,Michael,M,67742
1984,2,Christopher,M,60022
1984,3,Jennifer,F,50563
1984,4,Matthew,M,49773
1984,5,Jessica,F,45857
1984,6,Joshua,M,40269
1984,7,Ashley,F,38774
1984,8,David,M,38489
1984,9,Daniel,M,36530
1984,10,James,M,35862
1984,11,Amanda,F,33915
1984,12,John,M,32608
1984,13,Robert,M,31767
1984,14,Joseph,M,30511
1984,15,Jason,M,29952
1984,16,Ryan,M,28727
1984,17,Justin,M,26771
1984,18,Andrew,M,25918
1984,19,Sarah,F,25888
1984,20,Brandon,M,25674
1984,21,William,M,24900
1984,22,Brian,M,24724
1984,23,Adam,M,23942
1984,24,Jonathan,M,23340
1984,25,Stephanie,F,23024
1984,26,Nicole,F,22271
1984,27,Melissa,F,21896
1984,28,Heather,F,21489
1984,29,Nicholas,M,21017
1984,30,Anthony,M,20960
1985,1,Michael,M,64930
1985,2,Christopher,M,59611
1985,3,Jessica,F,48348
1985,4,Matthew,M,47079
1985,5,Ashley,F,47008
1985,6,Jennifer,F,42658
1985,7,Joshua,M,42199
1985,8,Amanda,F,39057
1985,9,Daniel,M,38563
1985,10,David,M,38528
1985,11,James,M,35861
1985,12,Robert,M,32097
1985,13,John,M,31497
1985,14,Joseph,M,30219
1985,15,Andrew,M,30177
1985,16,Ryan,M,29911
1985,17,Brandon,M,29307
1985,18,Jason,M,26034
1985,19,Justin,M,25534
1985,20,Sarah,F,24877
1985,21,William,M,24609
1985,22,Jonathan,M,24115
1985,23,Stephanie,F,23244
1985,24,Brian,M,23068
1985,25,Nicole,F,22966
1985,26,Nicholas,M,22385
1985,27,Anthony,M,22095
1985,28,Heather,F,21151
1985,29,Eric,M,20842
1985,30,Elizabeth,F,20545
1986,1,Michael,M,64227
1986,2,Christopher,M,56694
1986,3,Jessica,F,52684
1986,4,Ashley,F,49674
1986,5,Matthew,M,46927
1986,6,Amanda,F,40531
1986,7,Joshua,M,37541
1986,8,David,M,37146
1986,9,Daniel,M,36569
1986,10,Jennifer,F,36187
1986,11,James,M,34053
1986,12,Andrew,M,33859
1986,13,Robert,M,31348
1986,14,John,M,30211
1986,15,Ryan,M,29522
1986,16,Joseph,M,28834
1986,17,Sarah,F,28161
1986,18,Brandon,M,27254
1986,19,Justin,M,26637
1986,20,William,M,24330
1986,21,Jonathan,M,23974
1986,22,Nicholas,M,22801
1986,23,Stephanie,F,22648
1986,24,Jason,M,22411
1986,25,Anthony,M,21960
1986,26,Nicole,F,21291
1986,27,Brian,M,21029
1986,28,Brittany,F,20313
1986,29,Kevin,M,19935
1986,30,Heather,F,19789
1987,1,Michael,M,63663
1987,2,Jessica,F,55996
1987,3,Ashley,F,54850
1987,4,Christopher,M,54493
1987,5,Matthew,M,46506
1987,6,Amanda,F,41788
1987,7,Joshua,M,40003
1987,8,David,M,36797
1987,9,Andrew,M,36204
1987,10,Daniel,M,35872
1987,11,Jennifer,F,32707
1987,12,James,M,32660
1987,13,Justin,M,31490
1987,14,Robert,M,30236
1987,15,John,M,29552
1987,16,Joseph,M,28519
1987,17,Ryan,M,28486
1987,18,Sarah,F,27895
1987,19,Brandon,M,24821
1987,20,William,M,24201
1987,21,Nicholas,M,23249
1987,22,Anthony,M,23123
1987,23,Jonathan,M,23116
1987,24,Stephanie,F,22408
1987,25,Brittany,F,22231
1987,26,Kevin,M,20419
1987,27,Brian,M,20364
1987,28,Nicole,F,20286
1987,29,Eric,M,20202
1987,30,Kyle,M,19864
1988,1,Michael,M,64163
1988,2,Christopher,M,53013
1988,3,Jessica,F,51555
1988,4,Ashley,F,49972
1988,5,Matthew,M,45873
1988,6,Joshua,M,42651
1988,7,Amanda,F,39458
1988,8,Andrew,M,35746
1988,9,David,M,35327
1988,10,Justin,M,35057
1988,11,Daniel,M,34717
1988,12,James,M,32520
1988,13,Robert,M,30316
1988,14,John,M,29422
1988,15,Joseph,M,29017
1988,16,Sarah,F,28373
1988,17,Jennifer,F,27892
1988,18,Ryan,M,27748
1988,19,Brittany,F,26817
1988,20,Nicholas,M,25299
1988,21,Jonathan,M,24347
1988,22,William,M,24125
1988,23,Brandon,M,23741
1988,24,Anthony,M,23640
1988,25,Stephanie,F,22844
1988,26,Samantha,F,20701
1988,27,Nicole,F,20316
1988,28,Kevin,M,20172
1988,29,Eric,M,20171
1988,30,Elizabeth,F,20041
1989,1,Michael,M,65409
1989,2,Christopher,M,53185
1989,3,Jessica,F,47889
1989,4,Ashley,F,47588
1989,5,Matthew,M,45375
1989,6,Joshua,M,44098
1989,7,Brittany,F,37791
1989,8,Amanda,F,36833
1989,9,David,M,35221
1989,10,Daniel,M,35007
1989,11,Andrew,M,34815
1989,12,Justin,M,32852
1989,13,James,M,32716
1989,14,Robert,M,30071
1989,15,Joseph,M,29882
1989,16,John,M,29852
1989,17,Ryan,M,28407
1989,18,Nicholas,M,28228
1989,19,Sarah,F,27794
1989,20,Samantha,F,24792
1989,21,William,M,24672
1989,22,Anthony,M,24422
1989,23,Jennifer,F,24000
1989,24,Jonathan,M,23607
1989,25,Brandon,M,23309
1989,26,Stephanie,F,22766
1989,27,Kevin,M,21207
1989,28,Lauren,F,21064
1989,29,Kyle,M,20878
1989,30,Elizabeth,F,20298
1990,1,Michael,M,65313
1990,2,Christopher,M,52354
1990,3,Jessica,F,46480
1990,4,Ashley,F,45559
1990,5,Matthew,M,44814
1990,6,Joshua,M,43230
1990,7,Brittany,F,36536
1990,8,Amanda,F,34413
1990,9,Daniel,M,33829
1990,10,David,M,33744
1990,11,Andrew,M,33675
1990,12,James,M,32358
1990,13,Justin,M,30647
1990,14,Joseph,M,30129
1990,15,Ryan,M,29257
1990,16,John,M,29088
1990,17,Robert,M,28885
1990,18,Nicholas,M,27913
1990,19,Samantha,F,25868
1990,20,Sarah,F,25825
1990,21,Anthony,M,25085
1990,22,William,M,24907
1990,23,Stephanie,F,24864
1990,24,Jonathan,M,24079
1990,25,Kyle,M,22709
1990,26,Jennifer,F,22235
1990,27,Brandon,M,22161
1990,28,Jacob,M,22020
1990,29,Elizabeth,F,20748
1990,30,Tyler,M,20642
1991,1,Michael,M,60803
1991,2,Christopher,M,47109
1991,3,Ashley,F,43480
1991,4,Jessica,F,43396
1991,5,Matthew,M,41643
1991,6,Joshua,M,41226
1991,7,Andrew,M,31539
1991,8,Daniel,M,30928
1991,9,James,M,30513
1991,10,David,M,30417
1991,11,Joseph,M,29838
1991,12,Brittany,F,29090
1991,13,Amanda,F,28896
1991,14,John,M,27804
1991,15,Ryan,M,27534
1991,16,Nicholas,M,27357
1991,17,Robert,M,26834
1991,18,Justin,M,26792
1991,19,Brandon,M,26021
1991,20,Samantha,F,25645
1991,21,Sarah,F,25229
1991,22,Tyler,M,25209
1991,23,Jacob,M,25198
1991,24,Anthony,M,24443
1991,25,William,M,23858
1991,26,Jonathan,M,22974
1991,27,Stephanie,F,22775
1991,28,Kyle,M,21611
1991,29,Zachary,M,21387
1991,30,Jennifer,F,20673
1992,1,Michael,M,54399
1992,2,Christopher,M,42466
1992,3,Ashley,F,38458
1992,4,Jessica,F,38360
1992,5,Matthew,M,37733
1992,6,Joshua,M,36218
1992,7,Andrew,M,30538
1992,8,Brandon,M,29626
1992,9,Daniel,M,29156
1992,10,Tyler,M,28801
1992,11,James,M,28506
1992,12,David,M,28423
1992,13,Joseph,M,27901
1992,14,Nicholas,M,27761
1992,15,Ryan,M,27017
1992,16,John,M,26253
1992,17,Jacob,M,25668
1992,18,Amanda,F,25037
1992,19,Brittany,F,24983
1992,20,Zachary,M,24799
1992,21,Sarah,F,24636
1992,22,Samantha,F,24408
1992,23,Robert,M,24093
1992,24,Justin,M,23619
1992,25,Anthony,M,23175
1992,26,William,M,23065
1992,27,Emily,F,21834
1992,28,Jonathan,M,21412
1992,29,Kyle,M,20712
1992,30,Alexander,M,20068
1993,1,Michael,M,49562
1993,2,Christopher,M,38235
1993,3,Matthew,M,35778
1993,4,Jessica,F,34993
1993,5,Ashley,F,34850
1993,6,Joshua,M,33587
1993,7,Tyler,M,29800
1993,8,Brandon,M,28735
1993,9,Daniel,M,28693
1993,10,Nicholas,M,28113
1993,11,Jacob,M,27485
1993,12,Andrew,M,27320
1993,13,David,M,27038
1993,14,Joseph,M,27013
1993,15,Ryan,M,26731
1993,16,James,M,26252
1993,17,Zachary,M,25537
1993,18,John,M,24995
1993,19,Sarah,F,24254
1993,20,Samantha,F,23666
1993,21,Emily,F,23595
1993,22,Robert,M,22447
1993,23,William,M,22219
1993,24,Anthony,M,21786
1993,25,Brittany,F,21723
1993,26,Justin,M,21540
1993,27,Taylor,F,21270
1993,28,Amanda,F,20809
1993,29,Alexander,M,20529
1993,30,Jonathan,M,19952
1994,1,Michael,M,44470
1994,2,Christopher,M,34805
1994,3,Matthew,M,33651
1994,4,Jessica,F,32122
1994,5,Joshua,M,31374
1994,6,Tyler,M,30480
1994,7,Ashley,F,30283
1994,8,Brandon,M,29488
1994,9,Jacob,M,29419
1994,10,Daniel,M,28062
1994,11,Nicholas,M,27767
1994,12,Andrew,M,26012
1994,13,Joseph,M,25730
1994,14,Zachary,M,25137
1994,15,David,M,24871
1994,16,James,M,24775
1994,17,John,M,24181
1994,18,Emily,F,24154
1994,19,Ryan,M,24060
1994,20,Austin,M,23193
1994,21,Samantha,F,22823
1994,22,Sarah,F,22296
1994,23,Anthony,M,21600
1994,24,William,M,21490
1994,25,Justin,M,20939
1994,26,Taylor,F,20734
1994,27,Robert,M,20558
1994,28,Alexander,M,20099
1994,29,Jonathan,M,19066
1994,30,Brittany,F,18900
1995,1,Michael,M,41408
1995,2,Matthew,M,32878
1995,3,Christopher,M,32675
1995,4,Jacob,M,31133
1995,5,Joshua,M,30719
1995,6,Nicholas,M,29160
1995,7,Tyler,M,29158
1995,8,Jessica,F,27939
1995,9,Brandon,M,26904
1995,10,Daniel,M,26726
1995,11,Ashley,F,26603
1995,12,Austin,M,25907
1995,13,Andrew,M,25852
1995,14,Joseph,M,25349
1995,15,Emily,F,24381
1995,16,John,M,23241
1995,17,Zachary,M,23129
1995,18,Ryan,M,23086
1995,19,David,M,23045
1995,20,James,M,22731
1995,21,Samantha,F,21645
1995,22,Justin,M,21580
1995,23,Sarah,F,21393
1995,24,Anthony,M,20482
1995,25,Taylor,F,20425
1995,26,William,M,20160
1995,27,Alexander,M,19451
1995,28,Robert,M,18584
1995,29,Jonathan,M,18155
1995,30,Hannah,F,17018
1996,1,Michael,M,38369
1996,2,Matthew,M,32076
1996,3,Jacob,M,31925
1996,4,Christopher,M,30903
1996,5,Joshua,M,29173
1996,6,Nicholas,M,27721
1996,7,Tyler,M,26954
1996,8,Brandon,M,25845
1996,9,Austin,M,25662
1996,10,Andrew,M,25242
1996,11,Emily,F,25152
1996,12,Daniel,M,25123
1996,13,Joseph,M,24756
1996,14,Jessica,F,24199
1996,15,Ashley,F,23678
1996,16,David,M,23021
1996,17,Zachary,M,22367
1996,18,John,M,22183
1996,19,Ryan,M,21810
1996,20,James,M,21163
1996,21,Sarah,F,21043
1996,22,Samantha,F,20551
1996,23,William,M,20544
1996,24,Anthony,M,20506
1996,25,Justin,M,20010
1996,26,Taylor,F,19153
1996,27,Jonathan,M,18600
1996,28,Hannah,F,18595
1996,29,Alexander,M,17964
1996,30,Robert,M,17674
1997,1,Michael,M,37557
1997,2,Jacob,M,34158
1997,3,Matthew,M,31517
1997,4,Christopher,M,29106
1997,5,Joshua,M,28288
1997,6,Nicholas,M,27257
1997,7,Emily,F,25735
1997,8,Andrew,M,25207
1997,9,Brandon,M,25195
1997,10,Austin,M,25118
1997,11,Tyler,M,24876
1997,12,Daniel,M,23949
1997,13,Joseph,M,23601
1997,14,Zachary,M,21929
1997,15,David,M,21896
1997,16,John,M,21386
1997,17,Jessica,F,21045
1997,18,Ashley,F,20896
1997,19,Sarah,F,20715
1997,20,Hannah,F,20595
1997,21,Ryan,M,20528
1997,22,James,M,20405
1997,23,Samantha,F,20170
1997,24,Anthony,M,20032
1997,25,William,M,20020
1997,26,Taylor,F,19502
1997,27,Justin,M,18744
1997,28,Jonathan,M,18540
1997,29,Alexis,F,17172
1997,30,Alexander,M,17112
1998,1,Michael,M,36617
1998,2,Jacob,M,36026
1998,3,Matthew,M,31144
1998,4,Joshua,M,28095
1998,5,Christopher,M,27006
1998,6,Nicholas,M,26633
1998,7,Emily,F,26186
1998,8,Brandon,M,23830
1998,9,Tyler,M,23712
1998,10,Andrew,M,23662
1998,11,Austin,M,23477
1998,12,Joseph,M,23185
1998,13,Daniel,M,23161
1998,14,Hannah,F,21375
1998,15,David,M,20891
1998,16,William,M,20833
1998,17,John,M,20631
1998,18,Zachary,M,20580
1998,19,Ryan,M,20199
1998,20,Samantha,F,20194
1998,21,Sarah,F,19895
1998,22,Ashley,F,19874
1998,23,Alexis,F,19777
1998,24,James,M,19687
1998,25,Anthony,M,19635
1998,26,Taylor,F,18575
1998,27,Jessica,F,18238
1998,28,Justin,M,17971
1998,29,Madison,F,17786
1998,30,Jonathan,M,17649
1999,1,Jacob,M,35370
1999,2,Michael,M,33913
1999,3,Matthew,M,30418
1999,4,Joshua,M,27261
1999,5,Emily,F,26541
1999,6,Nicholas,M,25639
1999,7,Christopher,M,25605
1999,8,Andrew,M,23864
1999,9,Joseph,M,23218
1999,10,Daniel,M,22704
1999,11,Tyler,M,22667
1999,12,Hannah,F,21679
1999,13,Brandon,M,21602
1999,14,Ryan,M,21013
1999,15,Austin,M,20767
1999,16,William,M,20716
1999,17,John,M,20365
1999,18,David,M,20352
1999,19,Zachary,M,19982
1999,20,Anthony,M,19470
1999,21,Alexis,F,19235
1999,22,Sarah,F,19116
1999,23,Samantha,F,19041
1999,24,James,M,18555
1999,25,Justin,M,18277
1999,26,Ashley,F,18136
1999,27,Madison,F,18054
1999,28,Alexander,M,17419
1999,29,Jonathan,M,17066
1999,30,Taylor,F,16905
2000,1,Jacob,M,34490
2000,2,Michael,M,32042
2000,3,Matthew,M,28579
2000,4,Joshua,M,27540
2000,5,Emily,F,25959
2000,6,Christopher,M,24936
2000,7,Nicholas,M,24653
2000,8,Andrew,M,23654
2000,9,Hannah,F,23086
2000,10,Joseph,M,22843
2000,11,Daniel,M,22334
2000,12,Tyler,M,21506
2000,13,William,M,20668
2000,14,Brandon,M,20337
2000,15,Ryan,M,20269
2000,16,John,M,20112
2000,17,Madison,F,19968
2000,18,Zachary,M,19852
2000,19,David,M,19786
2000,20,Anthony,M,19653
2000,21,Ashley,F,17998
2000,22,James,M,17991
2000,23,Justin,M,17784
2000,24,Sarah,F,17713
2000,25,Alexis,F,17631
2000,26,Alexander,M,17290
2000,27,Samantha,F,17264
2000,28,Jonathan,M,16888
2000,29,Christian,M,16057
2000,30,Austin,M,15946
2001,1,Jacob,M,32572
2001,2,Michael,M,29688
2001,3,Matthew,M,26812
2001,4,Joshua,M,26024
2001,5,Emily,F,25059
2001,6,Christopher,M,23131
2001,7,Nicholas,M,22847
2001,8,Andrew,M,22421
2001,9,Madison,F,22166
2001,10,Joseph,M,22026
2001,11,Daniel,M,21012
2001,12,Hannah,F,20722
2001,13,William,M,20110
2001,14,Anthony,M,19737
2001,15,David,M,19362
